"outlet_name","political_leaning","link","domain","domain_stripped","source","factuality","bias","qr_check"
"Doctors Without Borders","least","http://www.doctorswithoutborders.org","www.doctorswithoutborders.org","doctorswithoutborders","MBFC","high","Least Biased","reliable"
"DPA German Press Agency","least","http://www.dpa-international.com/","www.dpa-international.com","dpa-international","MBFC","high","Least Biased","reliable"
"EJ Insight","least","http://www.ejinsight.com/","www.ejinsight.com","ejinsight","MBFC","high","Least Biased","reliable"
"Eurasia Group","least","http://www.eurasiagroup.net/","www.eurasiagroup.net","eurasiagroup","MBFC","high","Left-Center Bias","reliable"
"Euronews","least","http://www.euronews.com/","www.euronews.com","euronews","MBFC","high","Left-Center Bias","reliable"
"The Fake News Codex","least","http://www.fakenewscodex.com/","www.fakenewscodex.com","fakenewscodex","MBFC","high","Least Biased","reliable"
"Federal Times","least","http://www.federaltimes.com/","www.federaltimes.com","federaltimes","MBFC","high","Least Biased","reliable"
"International Press Institute","least","http://www.freemedia.at/","www.freemedia.at","freemedia","MBFC","very high","Least Biased","reliable"
"Global Integrity","least","http://www.globalintegrity.org/","www.globalintegrity.org","globalintegrity","MBFC","high","Least Biased","reliable"
"Erie Times-News","least","http://www.goerie.com","www.goerie.com","goerie","MBFC","high","Least Biased","reliable"
"GoodNewsNetwork","least","http://www.goodnewsnetwork.org/","www.goodnewsnetwork.org","goodnewsnetwork","MBFC","high","Least Biased","reliable"
"Healthcare Finance News","least","http://www.healthcarefinancenews.com/","www.healthcarefinancenews.com","healthcarefinancenews","MBFC","high","Least Biased","reliable"
"Sarasota Herald-Tribune","least","http://www.heraldtribune.com/","www.heraldtribune.com","heraldtribune","MBFC","high","Least Biased","reliable"
"Hoax Slayer","least","http://www.hoax-slayer.com/","www.hoax-slayer.com","hoax-slayer","MBFC","very high","Least Biased","reliable"
"Homeland Security News Wire","least","http://www.homelandsecuritynewswire.com","www.homelandsecuritynewswire.com","homelandsecuritynewswire","MBFC","high","Least Biased","reliable"
"I24 News","least","http://www.i24news.tv/","www.i24news.tv","i24news","MBFC","high","Least Biased","reliable"
"Idaho Statesman","least","http://www.idahostatesman.com","www.idahostatesman.com","idahostatesman","MBFC","high","Least Biased","reliable"
"Indianapolis Star","least","http://www.indystar.com/","www.indystar.com","indystar","MBFC","high","Least Biased","reliable"
"Investopedia","least","http://www.investopedia.com/","www.investopedia.com","investopedia","MBFC","high","Least Biased","reliable"
"The Jamestown Foundation","least","http://www.jamestown.org/","www.jamestown.org","jamestown","MBFC","high","Least Biased","reliable"
"Janes 360","least","http://www.janes.com/","www.janes.com","janes","MBFC","high","Least Biased","reliable"
"The Jordan Times","least","http://www.jordantimes.com/","www.jordantimes.com","jordantimes","MBFC","high","Least Biased","reliable"
"Jewish Telegraphic Agency (JTA)","least","http://www.jta.org","www.jta.org","jta","MBFC","high","Least Biased","reliable"
"The Morning Call","least","http://www.mcall.com","www.mcall.com","mcall","MBFC","high","Least Biased","reliable"
"Memeorandum","least","http://www.memeorandum.com/","www.memeorandum.com","memeorandum","MBFC","mixed","Least Biased","reliable"
"Military.com","least","http://www.military.com/","www.military.com","military","MBFC","high","Least Biased","reliable"
"Military Times","least","http://www.militarytimes.com/","www.militarytimes.com","militarytimes","MBFC","high","Least Biased","reliable"
"The Times (Illinois)","least","http://www.mywebtimes.com","www.mywebtimes.com","mywebtimes","MBFC","high","Least Biased","reliable"
"NationMaster","least","http://www.nationmaster.com","www.nationmaster.com","nationmaster","MBFC","very high","Least Biased","reliable"
"New Bern Sun Journal","least","http://www.newbernsj.com/","www.newbernsj.com","newbernsj","MBFC","high","Least Biased","reliable"
"News24 (South Africa)","least","http://www.news24.com/","www.news24.com","news24","MBFC","high","Least Biased","reliable"
"News Lookup","least","http://www.newslookup.com","www.newslookup.com","newslookup","MBFC","high","Least Biased","reliable"
"NewzJunky.com","least","http://www.newzjunky.com/","www.newzjunky.com","newzjunky","MBFC","mixed","Least Biased","reliable"
"North Korea Times","least","http://www.northkoreatimes.com","www.northkoreatimes.com","northkoreatimes","MBFC","mixed","Least Biased","reliable"
"Novinite","least","http://www.novinite.com/","www.novinite.com","novinite","MBFC","mostly factual","Least Biased","reliable"
"Northwest Indiana Times","least","http://www.nwitimes.com","www.nwitimes.com","nwitimes","MBFC","high","Least Biased","reliable"
"Spectrum News – NY1","least","http://www.ny1.com/nyc/all-boroughs","www.ny1.com","ny1","MBFC","high","Least Biased","reliable"
"New Zealand Herald","least","http://www.nzherald.co.nz","www.nzherald.co.nz","nzherald","MBFC","high","Least Biased","reliable"
"Orange County Register","least","http://www.ocregister.com/","www.ocregister.com","ocregister","MBFC","high","Right-Center Bias","reliable"
"Open the Government","least","http://www.openthegovernment.org/","www.openthegovernment.org","openthegovernment","MBFC","high","Least Biased","reliable"
"The Pantagraph","least","http://www.pantagraph.com/","www.pantagraph.com","pantagraph","MBFC","high","Least Biased","reliable"
"Pew Research","least","http://www.pewresearch.org/","www.pewresearch.org","pewresearch","MBFC","very high","Least Biased","reliable"
"Peterson Foundation","least","http://www.pgpf.org/","www.pgpf.org","pgpf","MBFC","high","Least Biased","reliable"
"The Phnom Penh Post","least","http://www.phnompenhpost.com/","www.phnompenhpost.com","phnompenhpost","MBFC","mixed","Left Bias","reliable"
"Pocono Record","least","http://www.poconorecord.com/","www.poconorecord.com","poconorecord","MBFC","high","Least Biased","reliable"
"Polygraph.info","least","http://www.polygraph.info/","www.polygraph.info","polygraph","MBFC","high","Least Biased","reliable"
"The Post and Courier","least","http://www.postandcourier.com/","www.postandcourier.com","postandcourier","MBFC","high","Least Biased","reliable"
"Poynter Institute","least","http://www.poynter.org/","www.poynter.org","poynter","MBFC","high","Least Biased","reliable"
"Reuters","least","http://www.reuters.com/","www.reuters.com","reuters","MBFC","very high","Least Biased","reliable"
"Roll Call","least","http://www.rollcall.com/","www.rollcall.com","rollcall","MBFC","very high","Least Biased","reliable"
"Russian Media Monitor","least","http://www.russialies.com","www.russialies.com","russialies","MBFC","high","Least Biased","reliable"
"San Diego Union Tribune","least","http://www.sandiegouniontribune.com/","www.sandiegouniontribune.com","sandiegouniontribune","MBFC","high","Least Biased","reliable"
"Sayfie Review","least","http://www.sayfiereview.com/","www.sayfiereview.com","sayfiereview","MBFC","high","Least Biased","reliable"
"Scoopnest","least","http://www.scoopnest.com/","www.scoopnest.com","scoopnest","MBFC","mixed","Least Biased","reliable"
"The Scotsman","least","http://www.scotsman.com","www.scotsman.com","scotsman","MBFC","high","Least Biased","reliable"
"SCOTUSblog","least","http://www.scotusblog.com/","www.scotusblog.com","scotusblog","MBFC","high","Least Biased","reliable"
"St. Cloud Times","least","http://www.sctimes.com/","www.sctimes.com","sctimes","MBFC","high","Least Biased","reliable"
"Shareably","least","http://www.shareably.net/","www.shareably.net","shareably","MBFC","high","Least Biased","reliable"
"Simple Politics","least","http://www.simplepolitics.co.uk","www.simplepolitics.co.uk","simplepolitics","MBFC","high","Least Biased","reliable"
"Statesman Journal","least","http://www.statesmanjournal.com/","www.statesmanjournal.com","statesmanjournal","MBFC","high","Least Biased","reliable"
"South Florida Sun-Sentinel","least","http://www.sun-sentinel.com/","www.sun-sentinel.com","sun-sentinel","MBFC","high","Least Biased","reliable"
"Taipei Times","least","http://www.taipeitimes.com/","www.taipeitimes.com","taipeitimes","MBFC","high","Least Biased","reliable"
"The Tennessean","least","http://www.tennessean.com/","www.tennessean.com","tennessean","MBFC","high","Least Biased","reliable"
"Texas Standard","least","http://www.texasstandard.org/","www.texasstandard.org","texasstandard","MBFC","high","Least Biased","reliable"
"The Canadian Press","least","http://www.thecanadianpress.com/","www.thecanadianpress.com","thecanadianpress","MBFC","high","Least Biased","reliable"
"The Day (New London)","least","http://www.theday.com","www.theday.com","theday","MBFC","high","Least Biased","reliable"
"The News (Mexico City)","least","http://www.thenews.mx/","www.thenews.mx","thenews","MBFC","mostly factual","Least Biased","reliable"
"The News Literacy Project","least","http://www.thenewsliteracyproject.org/","www.thenewsliteracyproject.org","thenewsliteracyproject","MBFC","high","Least Biased","reliable"
"Third Way","least","http://www.thirdway.org/","www.thirdway.org","thirdway","MBFC","mostly factual","Least Biased","reliable"
"Today I Found Out","least","http://www.todayifoundout.com/","www.todayifoundout.com","todayifoundout","MBFC","high","Least Biased","reliable"
"Transpartisan Review","least","http://www.transpartisanreview.com/","www.transpartisanreview.com","transpartisanreview","MBFC","high","Least Biased","reliable"
"TVW Washington State","least","http://www.tvw.org/","www.tvw.org","tvw","MBFC","very high","Least Biased","reliable"
"United Press International (UPI)","least","http://www.upi.com/","www.upi.com","upi","MBFC","high","Least Biased","reliable"
"USAFacts","least","http://www.usafacts.org/","www.usafacts.org","usafacts","MBFC","very high","Least Biased","reliable"
"Viral Thread","least","http://www.viralthread.com/","www.viralthread.com","viralthread","MBFC","mixed","Least Biased","reliable"
"Vocativ","least","http://www.vocativ.com/","www.vocativ.com","vocativ","MBFC","high","Least Biased","reliable"
"WION (World is One News)","least","http://www.wionews.com/","www.wionews.com","wionews","MBFC","mixed","Least Biased","reliable"
"World Politics Review","least","http://www.worldpoliticsreview.com/","www.worldpoliticsreview.com","worldpoliticsreview","MBFC","high","Left-Center Bias","reliable"
"WRAL","least","http://www.wral.com/","www.wral.com","wral","MBFC","high","Least Biased","reliable"
"World Resources Institute (WRI)","least","http://www.wri.org/","www.wri.org","wri","MBFC","high","Left-Center Bias","reliable"
"1010 WINS AM","least","https://1010wins.radio.com/","1010wins.radio.com","radio","MBFC","high","Least Biased","reliable"
"ABC7Chicago.com","least","https://abc7chicago.com/","abc7chicago.com","abc7chicago","MBFC","high","Least Biased","reliable"
"ABC7 New York","least","https://abc7ny.com/","abc7ny.com","abc7ny","MBFC","high","Least Biased","reliable"
"Africa Check","least","https://africacheck.org","africacheck.org","africacheck","MBFC","very high","Least Biased","reliable"
"Airwars","least","https://airwars.org/","airwars.org","airwars","MBFC","high","Least Biased","reliable"
"AllAfrica","least","https://allafrica.com","allafrica.com","allafrica","MBFC","high","Least Biased","reliable"
"Alabama Today","least","https://altoday.com/","altoday.com","altoday","MBFC","high","Least Biased","reliable"
"American Military News","least","https://americanmilitarynews.com","americanmilitarynews.com","americanmilitarynews","MBFC","mostly factual","Least Biased","reliable"
"Associated Press","least","https://apnews.com/","apnews.com","apnews","MBFC","very high","Least Biased","reliable"
"Arizona Capitol Times","least","https://azcapitoltimes.com/","azcapitoltimes.com","azcapitoltimes","MBFC","high","Least Biased","reliable"
"Ballotpedia","least","https://ballotpedia.org/Main_Page","ballotpedia.org","ballotpedia","MBFC","very high","Least Biased","reliable"
"Big Think","least","https://bigthink.com/","bigthink.com","bigthink","MBFC","high","Least Biased","reliable"
"Capitol Fax","least","https://capitolfax.com","capitolfax.com","capitolfax","MBFC","high","Least Biased","reliable"
"Constitution Daily","least","https://constitutioncenter.org","constitutioncenter.org","constitutioncenter","MBFC","high","Least Biased","reliable"
"Consumerist","least","https://consumerist.com/","consumerist.com","consumerist","MBFC","high","Least Biased","reliable"
"Crimeola","least","https://crimeola.com","crimeola.com","crimeola","MBFC","high","Least Biased","reliable"
"The Daily Gazette","least","https://dailygazette.com","dailygazette.com","dailygazette","MBFC","high","Least Biased","reliable"
"Daily Journal (Missouri)","least","https://dailyjournalonline.com","dailyjournalonline.com","dailyjournalonline","MBFC","high","Least Biased","reliable"
"The Daily Northwestern","least","https://dailynorthwestern.com","dailynorthwestern.com","dailynorthwestern","MBFC","high","Least Biased","reliable"
"D.C. Circuit Breaker","least","https://dccircuitbreaker.org","dccircuitbreaker.org","dccircuitbreaker","MBFC","high","Least Biased","reliable"
"WikiNews","least","https://en.wikinews.org/wiki/Main_Page","en.wikinews.org","wikinews","MBFC","high","Least Biased","reliable"
"First Draft News","least","https://firstdraftnews.org/","firstdraftnews.org","firstdraftnews","MBFC","high","Least Biased","reliable"
"Foreign Policy","least","https://foreignpolicy.com/","foreignpolicy.com","foreignpolicy","MBFC","high","Least Biased","reliable"
"Harvard Business Review","least","https://hbr.org","hbr.org","hbr","MBFC","high","Least Biased","reliable"
"Independent Journal Review","least","https://ijr.com/","ijr.com","ijr","MBFC","mostly factual","Least Biased","reliable"
"Independent Voter Network (IVN)","least","https://ivn.us/","ivn.us","ivn","MBFC","high","Least Biased","reliable"
"1440 Newsletter","least","https://join1440.com/","join1440.com","join1440","MBFC","high","Least Biased","reliable"
